class,id,high,weight,shangbiweisongjincha,xiongwei,huxicha,jiaowei,tunwei,jiankuan,gupenkuan,tizhong,tizhilv,jibenxinlv,xingongzhishu,maiyacha,feihuoliang,zuidasheyangliang,pingjunwoli,beijili,1minyangwoqizuo,lidingtiaoyuan,fuwocheng,xanzefanyingshi,50m,shizibianxiangpao,wangfanpao,fanfuhengkua,congcha,hengcha,zuoweitiqianqu,zhuanjian,litizhuanti,bimudanzu,1minpaowangqiu
3,111,0.009410289,0.009248555,0.068965517,0.009489917,0.098591549,-0.004070556,0.003285871,0.025280899,0.014234875,0.008298755,0,-0.015873016,-0.079545455,0,0.141408751,0.015601783,0.096968989,0.042763158,0.028571429,0.074074074,0,-0.055555556,-0.032608696,-0.054216867,-0.02919708,0.138888889,-0.025210084,-0.052023121,0.094736842,0.01459854,-0.014440433,0.461538462,0.111842105
3,112,0.009596929,0.006009615,0.083333333,0.009950249,0.095890411,0.004120879,0,0.011661808,0.014705882,0.004201681,0,-0.014492754,-0.067961165,0,0.12274201,0.039142591,0.075702018,0.056939502,0.034482759,0.071428571,0.6,-0.04,-0.031914894,-0.055214724,-0.04964539,0.142857143,-0.049450549,-0.074235808,0.086206897,0.01236476,-0.014705882,0.387096774,0.114864865
3,113,0.01014885,0.010204082,0.076923077,0.011188811,0.132075472,0.011532125,0.003870968,0.012307692,0.017241379,0.008928571,0,-0.014492754,-0.063636364,0,0.160411622,0.038391225,0.089471701,0.055846422,0.037037037,0.058479532,0,-0.053571429,-0.02247191,-0.059210526,-0.050359712,0.135135135,-0.060810811,-0.046875,0.05952381,0.014414414,-0.01980198,0.4,0.127819549
3,114,0.01047486,0.01062417,0.095238095,0.022321429,0.239130435,0.005244755,0.004043127,0.012779553,0.018957346,0.009638554,0,-0.014084507,-0.064220183,0,0.177257525,0.040737148,0.10244666,0.060150376,0.035714286,0.072727273,0,-0.053571429,-0.03030303,-0.062857143,-0.046357616,0.138888889,-0.052325581,-0.038961039,0.084745763,-0.010574018,-0.013333333,0.333333333,0.089655172
3,115,0.012265978,0.012019231,0,0.009650181,0.046875,0.004249292,0.003592814,0.01183432,0.015936255,0.008350731,0,-0.013888889,-0.063063063,0,0.151949541,0.008913413,0.088563686,0.063241107,0.032258065,0.073170732,0.375,-0.056603774,-0.033707865,-0.058064516,-0.051470588,0.151515152,-0.041420118,-0.04368932,0.080645161,0.002849003,-0.014440433,0.226415094,0.1328125
3,116,0.009351621,0.009101251,0.1,0.004694836,0.101449275,0.004189944,0.003476246,0.011494253,0.014184397,0.007782101,0,-0.013513514,-0.05785124,-0.102564103,0.109730849,0.042467139,0.077556189,0.055267703,0.033333333,0.072289157,0.5,-0.018867925,-0.034090909,-0.059210526,-0.052631579,0.15625,-0.039473684,-0.034090909,0.384615385,0.010723861,-0.017316017,0.5,0.118055556
3,117,0.009823183,0.009840098,0.263157895,0.010430248,0.172413793,0.004658385,0.003618818,0.011940299,0.016194332,0.008849558,0,-0.013333333,-0.059322034,0,0.064604542,0.036971831,0.090286243,0.04368932,0.03030303,0.077419355,0.222222222,-0.051724138,-0.031914894,-0.055555556,-0.050359712,0.111111111,-0.0625,-0.04368932,0.043103448,0.01217656,-0.014285714,0.387096774,0.121428571
3,118,0.009920635,0.009803922,0.04,0.010088272,0.163934426,0.004601227,0.003614458,0.012195122,0.016736402,0.008528785,0,-0.015384615,-0.072916667,0,0.140583554,0.036971831,0.066784252,0.064386318,0,0.057803468,0.428571429,-0.055555556,-0.032967033,-0.05625,-0.052631579,0.069767442,-0.054878049,-0.040540541,0.054347826,0.01322314,-0.014388489,0.352941176,0.108974359
3,119,0.005671078,0.00462963,0.0625,0.009913259,0.104477612,0.004237288,0.003508772,0.023121387,0.014388489,0.002016129,0,-0.031746032,-0.044444444,-0.065217391,0.129832936,0.008389932,0.087157797,0.055459272,0.035714286,0.079754601,1,-0.037037037,-0.031578947,-0.058064516,-0.03649635,0.166666667,-0.116883117,-0.0703125,0.034965035,0.016096579,-0.004132231,0.342857143,0.139705882
3,120,0.009816754,0.009720535,0.25,0.014341591,0.109375,0.00913242,0.003631961,0.012048193,0.00390625,0.008368201,-0.055555556,-0.028571429,-0.064814815,-0.025641026,0.144100054,0.036633232,0.107211538,0.065140845,0.034482759,0.072289157,0.6,-0.036363636,-0.031914894,-0.055214724,-0.053030303,0.147058824,-0.051724138,-0.039647577,0.070422535,0.012345679,-0.014705882,0.433333333,0.185483871
5,161,0.004860267,0.003386005,0.03125,0.017084282,0.013333333,0.054973822,0.003215434,0.005602241,0.010033445,0.062056738,0.041666667,0.063492063,0.010638298,0.114285714,-0.028507795,-0.04194966,0.042284999,0.033923304,-0.035714286,0.01744186,-0.125,-0.018518519,-0.010752688,-0.012195122,-0.006993007,0,0.102564103,0.080808081,-0.16,0.033548387,-0.027681661,0.029411765,0.02173913
5,162,0.009759271,0.00729927,0.15,0.028325123,-0.044117647,0.056300268,0.006629834,0.012012012,0.01171875,0.071574642,0.105263158,-0.012987013,0,0.051282051,0.018897638,-0.030244839,0.030018365,0.039723661,-0.033333333,0.017857143,0,-0.018181818,0,-0.006329114,0,0,0.02690583,0.02189781,-0.133333333,0.034759358,-0.029411765,0.074074074,0.021276596
5,163,0.008592201,0.00871731,0.047619048,0.017195767,2.40862E-15,0.065318818,0.00969697,0.011695906,0.010948905,0.068093385,0.090909091,0.029850746,0.010416667,0,0.019512195,-0.026980728,0.025653417,0.04159132,-0.034482759,0.043209877,0.5,0,-0.01,-0.010752688,-0.006711409,0,0.040816327,0.029268293,0.02173913,0.051324503,-0.028368794,0.1,0
5,164,0.009078212,0.009234828,0.052631579,0.017520216,0.018867925,0.071794872,0.008053691,0.012539185,0.014150943,0.096418733,0.142857143,0.013333333,0.008196721,0,0.016408387,-0.032898172,0.075902877,0.048117155,0,0.018181818,0.666666667,0,-0.01010101,-0.011363636,-0.006578947,0,0.044117647,0.033898305,-0.019230769,0.046678636,-0.025806452,0.03030303,0.022556391
5,165,0.008807588,0.008917197,0.037037037,0.017379679,2.45015E-15,0.070351759,0.007662835,0.012307692,0.025316456,0.081775701,0.133333333,0,0.019047619,0,0.014652015,-0.027728873,0.038783842,0.047531993,-0.03030303,0.01863354,-0.1,0,-0.010526316,-0.012048193,-0.007246377,-0.023255814,0.034285714,0.027149321,-0.036363636,0.04467354,-0.033613445,0.071428571,0.020408163
5,166,0.008452536,0.008454106,0.043478261,0.016752577,0.016129032,0.06431853,0.007211538,0.011661808,0.012195122,0.071574642,0.105263158,0.01369863,0.017699115,0,0.014206788,-0.030552861,0.036945744,0.038785835,-0.04,0.04516129,-0.125,0,-0.011111111,-0.006289308,-0.007462687,0,0.031088083,0.024691358,-0.055555556,0.040185471,-0.030075188,0,0.064
5,167,0.008707301,0.008567931,0.034482759,0.0171278,2.40862E-15,0.070987654,0.00486618,0.005952381,0.011764706,0.074946467,0.111111111,0.048387097,0.023529412,0,0.016566958,-0.025819672,0.027976323,0.040069686,-0.033333333,0.017964072,-0.1,0,-0.011235955,-0.006410256,-0.007352941,0,0.032786885,0.026548673,-0.043478261,0.043117745,-0.026490066,0.060606061,0.020979021
5,168,0.008238276,0.008254717,-0.041666667,0.028465347,0.014925373,0.060344828,0.007083825,0.011869436,0.011320755,0.068897638,0.105263158,0.01369863,0.016666667,0,0.018789144,0,0.027471682,0.0368,-0.038461538,0.018181818,-0.111111111,0,-0.010752688,-0.011904762,-0.007142857,0,0.103225806,0.065420561,-0.064935065,0.038632987,-0.028469751,0.066666667,0.053571429
5,169,0.010547132,0.008567931,0.055555556,0.016795866,0.089285714,0.065420561,0.007481297,0.012539185,0.020242915,0.075593952,0.133333333,0.013333333,0.01754386,0,0.018108652,-0.030867222,0.032371411,0.037828947,-0.033333333,0.019354839,-0.1,0,-0.011111111,-0.012195122,-0.007407407,0,0.028571429,0.022813688,0.045454545,0.040816327,-0.025157233,0.0625,0.025210084
5,170,0.008678238,0.008674102,0.032258065,0.017150396,0.015873016,0.063253012,0.007518797,0.012158055,0.029535865,0.079726651,0.125,0.013888889,0.016806723,0.026315789,0.0192,-0.029356943,0.038574812,0.0395189,-0.034482759,0.017857143,-0.090909091,0,-0.010416667,-0.01183432,-0.014184397,0,0.032967033,0.024291498,-0.04,0.04290429,-0.02962963,0,0.025641026
